account,queue,status,month,day
27800,OTHER,ARCHIVED,01,05
78633,COLLECTIONS,CANCEL2,01,05
86015,PAYING,PAY CURR,01,05
91402,COLLECTIONS,CANCEL2,01,05
46155,LEGAL,HOLD FO,01,05
39776,INSOLVENCY,INS3,01,05
59399,PAYING,PAY PROP,01,05
55200,OTHER,ARCHIVED,01,05
31933,LEGAL,LEG_TIT,01,05
27620,COLLECTIONS,CANCEL4,01,05
45548,INSOLVENCY,INS4,01,05
27497,INSOLVENCY,INS4,01,05
86646,COLLECTIONS,CANCEL4,01,05
22047,OTHER,ARCHIVED,01,05
21399,SETTLED,SETTLED,01,05
95599,OTHER,ARCHIVED,01,05
68126,INSOLVENCY,INS1,01,05
37781,COLLECTIONS,PAY OVER,01,05
97918,COLLECTIONS,TELSOLUTIONS4,01,05
74670,COLLECTIONS,PAY OVER,01,05
14961,LEGAL,LEG VERIF 2,01,05
26514,TRACE,GONEAWAY,01,05
11352,LEGAL,LEG VERIF 1,01,05
59505,INSOLVENCY,INS1,01,05
23382,LEGAL,LEG VERIF 1,01,05
55992,OTHER,ARCHIVED,01,05
44060,OTHER,ARCHIVED,01,05
63848,INSOLVENCY,INSP,01,05
29623,COLLECTIONS,PAY OVER,01,05
19413,COLLECTIONS,CASSIST2,01,05
62345,COLLECTIONS,CASSIST2,01,05
85441,OTHER,ARCHIVED,01,05
95232,OTHER,ARCHIVED,01,05
38621,COLLECTIONS,TELSOLUTIONS1,01,05
59940,COLLECTIONS,PRIME,01,05
92669,LEGAL,LEG VERIF 1,01,05
13416,LEGAL,LEG_NOT,01,05
26686,INSOLVENCY,INS3,01,05
91658,COLLECTIONS,TELSOLUTIONS4,01,05
32283,TRACE,GONEAWAY,01,05
88716,TRACE,GONEAWAY,01,05
77145,PAYING,PAY PROP,01,05
84845,PAYING,PAY CURR,01,05
47984,PAYING,PAY PROP,01,05
82269,INSOLVENCY,INS4,01,05
15757,COLLECTIONS,PRIME_D,01,05
60048,COLLECTIONS,TELSOLUTIONS4,01,05
78078,SETTLED,SETTLED,01,05
11916,PAYING,PAY CURR,01,05
18486,PAYING,PAY CURR,01,05
77521,PAYING,PAY CURR,01,05
88654,OTHER,ARCHIVED,01,05
41740,OTHER,ARCHIVED,01,05
65773,INSOLVENCY,INSP,01,05
93809,COLLECTIONS,CANCEL4,01,05
20233,COLLECTIONS,CANCEL2,01,05
64713,OTHER,ARCHIVED,01,05
47933,SETTLED,SETTLED,01,05
29600,SETTLED,SETTLED,01,05
77395,TRACE,GONEAWAY,01,05
80893,PAYING,PAY PROP,01,05
61934,COLLECTIONS,CANCEL2,01,05
11254,OTHER,ARCHIVED,01,05
21415,OTHER,ARCHIVED,01,05
17880,TRACE,GONEAWAY,01,05
61550,SETTLED,SETTLED,01,05
78353,LEGAL,LEG VERIF 1,01,05
35227,INSOLVENCY,INS1,01,05
34083,INSOLVENCY,INS1,01,05
51089,PAYING,PAY CURR,01,05
74104,TRACE,GONEAWAY,01,05
35861,TRACE,GONEAWAY,01,05
69313,COLLECTIONS,CANCEL4,01,05
13883,INSOLVENCY,INSP,01,05
72758,COLLECTIONS,PAY OVER,01,05
70219,SETTLED,SETTLED,01,05
78987,INSOLVENCY,INS3,01,05
98254,PAYING,PAY CURR,01,05
95948,LEGAL,LEG_TIT,01,05
45393,OTHER,ARCHIVED,01,05
41546,TRACE,GONEAWAY,01,05
87432,TRACE,GONEAWAY,01,05
55047,COLLECTIONS,TELSOLUTIONS1,01,05
58984,OTHER,ARCHIVED,01,05
97132,LEGAL,LEG_TIT,01,05
82735,INSOLVENCY,INS4,01,05
91712,COLLECTIONS,PAY OVER,01,05
87394,TRACE,GONEAWAY,01,05
62377,SETTLED,SETTLED,01,05
64136,TRACE,GONEAWAY,01,05
66755,TRACE,GONEAWAY,01,05
14567,PAYING,PAY CURR,01,05
68436,LEGAL,LEG_NOT,01,05
60001,LEGAL,HOLD FO,01,05
87813,PAYING,PAY CURR,01,05
95291,OTHER,ARCHIVED,01,05
45571,OTHER,ARCHIVED,01,05
91331,TRACE,GONEAWAY,01,05
66106,PAYING,PAY CURR,01,05
75042,OTHER,ARCHIVED,01,05
85557,TRACE,GONEAWAY,01,05
46992,COLLECTIONS,CANCEL4,01,05
12247,INSOLVENCY,INS1,01,05
29593,OTHER,ARCHIVED,01,05
48354,TRACE,GONEAWAY,01,05
67303,TRACE,GONEAWAY,01,05
25635,SETTLED,SETTLED,01,05
30531,TRACE,GONEAWAY,01,05
92889,TRACE,GONEAWAY,01,05
40659,SETTLED,SETTLED,01,05
58120,PAYING,PAY CURR,01,05
54275,SETTLED,SETTLED,01,05
67687,COLLECTIONS,PAY OVER,01,05
44502,COLLECTIONS,PRIME_D,01,05
22367,LEGAL,LEG_NOT,01,05
98909,TRACE,GONEAWAY,01,05
20457,PAYING,PAY PROP,01,05
