account,queue,status,month,day
27620,SETTLED,SETTLED,04,05
93809,PAYING,PAY PROP,04,05
46992,LEGAL,LEG VERIF 2,04,05
67396,LEGAL,LEG VERIF 1,04,05
95997,TRACE,GONEAWAY,04,05
77395,SETTLED,SETTLED,04,05
30531,SETTLED,SETTLED,04,05
96772,SETTLED,SETTLED,04,05
13206,OTHER,ARCHIVED,04,05
60840,INSOLVENCY,INS3,04,05
81634,INSOLVENCY,INS1,04,05
34629,PAYING,PAY CURR,04,05
31933,SETTLED,SETTLED,04,05
23780,TRACE,GONEAWAY,04,05
