account,queue,status,month,day
87432,OTHER,ARCHIVED,10,05
17993,COLLECTIONS,TELSOLUTIONS1,10,05
91710,LEGAL,LEG_TIT,10,05
27800,LEGAL,LEG_NOT,10,05
13124,SETTLED,SETTLED,10,05
86015,LEGAL,LEG_TIT,10,05
63223,TRACE,GONEAWAY,10,05
40856,PAYING,PAY CURR,10,05
78078,TRACE,GONEAWAY,10,05
43108,INSOLVENCY,INSP,10,05
54885,SETTLED,SETTLED,10,05
89946,INSOLVENCY,INSP,10,05
19675,SETTLED,SETTLED,10,05
33783,PAYING,PAY PROP,10,05
17413,SETTLED,SETTLED,10,05
99694,OTHER,ARCHIVED,10,05
96772,TRACE,GONEAWAY,10,05
97989,LEGAL,HOLD FO,10,05
49823,OTHER,ARCHIVED,10,05
10388,OTHER,ARCHIVED,10,05
95230,INSOLVENCY,INSP,10,05
98794,PAYING,PAY CURR,10,05
31658,OTHER,ARCHIVED,10,05
42371,INSOLVENCY,INS2,10,05
47532,PAYING,PAY PROP,10,05
25000,OTHER,ARCHIVED,10,05
20507,LEGAL,HOLD FO,10,05
46986,INSOLVENCY,INSP,10,05
97132,LEGAL,LEG_TIT,10,05
86347,COLLECTIONS,PRIME_D,10,05
64246,COLLECTIONS,CANCEL4,10,05
89637,TRACE,GONEAWAY,10,05
33347,OTHER,ARCHIVED,10,05
44476,INSOLVENCY,INS1,10,05
92889,SETTLED,SETTLED,10,05
47808,SETTLED,SETTLED,10,05
52609,TRACE,GONEAWAY,10,05
68861,INSOLVENCY,INS1,10,05
77535,TRACE,GONEAWAY,10,05
90213,COLLECTIONS,PRIME_D,10,05
91678,SETTLED,SETTLED,10,05
21453,TRACE,GONEAWAY,10,05
19986,TRACE,GONEAWAY,10,05
85173,LEGAL,LEG_TIT,10,05
78416,PAYING,PAY PROP,10,05
11352,COLLECTIONS,PRIME_D,10,05
38621,SETTLED,SETTLED,10,05
16077,TRACE,GONEAWAY,10,05
34223,LEGAL,LEG VERIF 2,10,05
70437,SETTLED,SETTLED,10,05
72278,COLLECTIONS,CASSIST2,10,05
38899,SETTLED,SETTLED,10,05
39175,COLLECTIONS,CASSIST2,10,05
72340,PAYING,PAY PROP,10,05
30943,LEGAL,LEG_TIT,10,05
57819,SETTLED,SETTLED,10,05
62495,COLLECTIONS,CANCEL4,10,05
14671,INSOLVENCY,INS4,10,05
33687,INSOLVENCY,INS4,10,05
82735,OTHER,ARCHIVED,10,05
46155,INSOLVENCY,INS2,10,05
44289,LEGAL,LEG VERIF 1,10,05
94400,LEGAL,LEG VERIF 1,10,05
15757,SETTLED,SETTLED,10,05
72838,OTHER,ARCHIVED,10,05
67701,COLLECTIONS,TELSOLUTIONS4,10,05
50515,LEGAL,LEG VERIF 1,10,05
86543,LEGAL,LEG VERIF 2,10,05
90725,OTHER,ARCHIVED,10,05
88060,LEGAL,LEG_TIT,10,05
31527,TRACE,GONEAWAY,10,05
54296,INSOLVENCY,INS1,10,05
61550,TRACE,GONEAWAY,10,05
47103,COLLECTIONS,PAY OVER,10,05
84455,OTHER,ARCHIVED,10,05
77395,TRACE,GONEAWAY,10,05
42747,TRACE,GONEAWAY,10,05
26686,TRACE,GONEAWAY,10,05
29593,TRACE,GONEAWAY,10,05
82324,LEGAL,LEG VERIF 2,10,05
41979,COLLECTIONS,CASSIST2,10,05
16198,INSOLVENCY,INSP,10,05
86086,TRACE,GONEAWAY,10,05
32832,INSOLVENCY,INSP,10,05
89178,COLLECTIONS,PAY OVER,10,05
71048,TRACE,GONEAWAY,10,05
59639,PAYING,PAY PROP,10,05
23780,PAYING,PAY CURR,10,05
19099,COLLECTIONS,PRIME,10,05
43882,OTHER,ARCHIVED,10,05
54765,SETTLED,SETTLED,10,05
75723,SETTLED,SETTLED,10,05
30817,LEGAL,LEG_TIT,10,05
27497,TRACE,GONEAWAY,10,05
59505,PAYING,PAY PROP,10,05
32687,PAYING,PAY CURR,10,05
95291,INSOLVENCY,INS4,10,05
12247,PAYING,PAY PROP,10,05
71242,PAYING,PAY PROP,10,05
63368,SETTLED,SETTLED,10,05
47543,PAYING,PAY CURR,10,05
82007,COLLECTIONS,PRIME_D,10,05
20457,COLLECTIONS,PRIME_D,10,05
63848,LEGAL,LEG_TIT,10,05
82095,OTHER,ARCHIVED,10,05
58892,LEGAL,LEG VERIF 2,10,05
13883,PAYING,PAY PROP,10,05
27482,LEGAL,LEG_NOT,10,05
17880,COLLECTIONS,CANCEL2,10,05
15248,LEGAL,LEG VERIF 2,10,05
52697,SETTLED,SETTLED,10,05
52219,OTHER,ARCHIVED,10,05
16913,TRACE,GONEAWAY,10,05
84211,INSOLVENCY,INS3,10,05
61279,OTHER,ARCHIVED,10,05
56961,COLLECTIONS,TELSOLUTIONS1,10,05
89176,SETTLED,SETTLED,10,05
17346,COLLECTIONS,PRIME_D,10,05
77262,PAYING,PAY PROP,10,05
54341,OTHER,ARCHIVED,10,05
98254,OTHER,ARCHIVED,10,05
35919,TRACE,GONEAWAY,10,05
53017,PAYING,PAY PROP,10,05
48606,TRACE,GONEAWAY,10,05
45495,TRACE,GONEAWAY,10,05
61582,INSOLVENCY,INSP,10,05
14006,INSOLVENCY,INS3,10,05
59399,COLLECTIONS,PRIME,10,05
30496,INSOLVENCY,INS1,10,05
99755,INSOLVENCY,INS3,10,05
79521,INSOLVENCY,INS4,10,05
35401,OTHER,ARCHIVED,10,05
97730,OTHER,ARCHIVED,10,05
65156,INSOLVENCY,INS3,10,05
55992,INSOLVENCY,INSP,10,05
55558,TRACE,GONEAWAY,10,05
70219,LEGAL,LEG_NOT,10,05
66158,OTHER,ARCHIVED,10,05
91658,COLLECTIONS,TELSOLUTIONS1,10,05
77356,INSOLVENCY,INS2,10,05
40987,INSOLVENCY,INS3,10,05
13206,TRACE,GONEAWAY,10,05
10585,PAYING,PAY PROP,10,05
85557,LEGAL,LEG_TIT,10,05
31933,SETTLED,SETTLED,10,05
60663,INSOLVENCY,INS2,10,05
93890,COLLECTIONS,PRIME,10,05
73634,INSOLVENCY,INS2,10,05
