account,queue,status,month,day
70180,OTHER,ARCHIVED,08,05
55558,INSOLVENCY,INS4,08,05
67303,PAYING,PAY CURR,08,05
68436,TRACE,GONEAWAY,08,05
56961,LEGAL,HOLD FO,08,05
73556,INSOLVENCY,INS3,08,05
77535,INSOLVENCY,INS4,08,05
16077,COLLECTIONS,PAY OVER,08,05
33783,SETTLED,SETTLED,08,05
32687,OTHER,ARCHIVED,08,05
95291,INSOLVENCY,INS4,08,05
48786,SETTLED,SETTLED,08,05
94193,TRACE,GONEAWAY,08,05
63099,COLLECTIONS,CANCEL4,08,05
48354,LEGAL,LEG VERIF 2,08,05
10506,LEGAL,LEG VERIF 2,08,05
63285,PAYING,PAY PROP,08,05
59639,LEGAL,LEG_TIT,08,05
31527,OTHER,ARCHIVED,08,05
68861,PAYING,PAY CURR,08,05
49171,PAYING,PAY PROP,08,05
77262,COLLECTIONS,CANCEL2,08,05
18486,LEGAL,LEG VERIF 1,08,05
60840,OTHER,ARCHIVED,08,05
71242,INSOLVENCY,INS2,08,05
13989,OTHER,ARCHIVED,08,05
82007,INSOLVENCY,INSP,08,05
65428,LEGAL,LEG_TIT,08,05
85441,COLLECTIONS,CASSIST2,08,05
52609,COLLECTIONS,TELSOLUTIONS4,08,05
68484,SETTLED,SETTLED,08,05
86543,LEGAL,LEG VERIF 2,08,05
19523,OTHER,ARCHIVED,08,05
79792,SETTLED,SETTLED,08,05
38921,COLLECTIONS,TELSOLUTIONS4,08,05
40733,SETTLED,SETTLED,08,05
69833,SETTLED,SETTLED,08,05
79212,INSOLVENCY,INSP,08,05
92221,LEGAL,HOLD FO,08,05
47857,SETTLED,SETTLED,08,05
95157,TRACE,GONEAWAY,08,05
82487,LEGAL,LEG VERIF 2,08,05
23780,INSOLVENCY,INS1,08,05
70437,OTHER,ARCHIVED,08,05
52436,TRACE,GONEAWAY,08,05
11449,COLLECTIONS,CASSIST2,08,05
60947,INSOLVENCY,INS3,08,05
45495,COLLECTIONS,TELSOLUTIONS4,08,05
22385,PAYING,PAY CURR,08,05
40659,LEGAL,LEG_TIT,08,05
52219,SETTLED,SETTLED,08,05
62692,PAYING,PAY CURR,08,05
87432,INSOLVENCY,INS3,08,05
57417,INSOLVENCY,INS1,08,05
55200,TRACE,GONEAWAY,08,05
30817,OTHER,ARCHIVED,08,05
82789,TRACE,GONEAWAY,08,05
90467,TRACE,GONEAWAY,08,05
32998,LEGAL,HOLD FO,08,05
48606,LEGAL,HOLD FO,08,05
72758,SETTLED,SETTLED,08,05
92255,LEGAL,LEG VERIF 1,08,05
43403,INSOLVENCY,INS3,08,05
82269,COLLECTIONS,TELSOLUTIONS1,08,05
89313,LEGAL,LEG VERIF 2,08,05
33347,PAYING,PAY CURR,08,05
36313,INSOLVENCY,INS3,08,05
78078,INSOLVENCY,INS2,08,05
73732,SETTLED,SETTLED,08,05
11916,TRACE,GONEAWAY,08,05
94706,COLLECTIONS,PRIME_D,08,05
36291,INSOLVENCY,INS2,08,05
29210,PAYING,PAY CURR,08,05
81634,PAYING,PAY PROP,08,05
27543,OTHER,ARCHIVED,08,05
47543,TRACE,GONEAWAY,08,05
86086,OTHER,ARCHIVED,08,05
14117,COLLECTIONS,PRIME_D,08,05
86013,COLLECTIONS,PRIME,08,05
17993,SETTLED,SETTLED,08,05
80451,COLLECTIONS,CANCEL4,08,05
29623,SETTLED,SETTLED,08,05
45571,PAYING,PAY CURR,08,05
92829,TRACE,GONEAWAY,08,05
62595,COLLECTIONS,PRIME_D,08,05
73980,TRACE,GONEAWAY,08,05
59344,SETTLED,SETTLED,08,05
61708,OTHER,ARCHIVED,08,05
94638,COLLECTIONS,PRIME,08,05
39453,SETTLED,SETTLED,08,05
54296,PAYING,PAY PROP,08,05
84455,COLLECTIONS,TELSOLUTIONS4,08,05
26096,OTHER,ARCHIVED,08,05
91710,SETTLED,SETTLED,08,05
79279,TRACE,GONEAWAY,08,05
42247,TRACE,GONEAWAY,08,05
22367,COLLECTIONS,PRIME_D,08,05
33376,INSOLVENCY,INS3,08,05
72838,LEGAL,LEG VERIF 1,08,05
18838,INSOLVENCY,INS4,08,05
98849,LEGAL,LEG_NOT,08,05
57663,SETTLED,SETTLED,08,05
89946,TRACE,GONEAWAY,08,05
78353,TRACE,GONEAWAY,08,05
90869,LEGAL,LEG_TIT,08,05
24815,INSOLVENCY,INSP,08,05
54765,PAYING,PAY CURR,08,05
27482,COLLECTIONS,PRIME,08,05
27223,LEGAL,LEG_NOT,08,05
83051,COLLECTIONS,PRIME,08,05
27789,COLLECTIONS,PRIME_D,08,05
78528,COLLECTIONS,PRIME,08,05
60663,LEGAL,HOLD FO,08,05
23982,PAYING,PAY PROP,08,05
31463,OTHER,ARCHIVED,08,05
59505,SETTLED,SETTLED,08,05
51246,COLLECTIONS,PRIME,08,05
82324,LEGAL,LEG VERIF 1,08,05
61582,TRACE,GONEAWAY,08,05
36459,INSOLVENCY,INS2,08,05
60048,TRACE,GONEAWAY,08,05
66216,OTHER,ARCHIVED,08,05
16198,PAYING,PAY CURR,08,05
67701,COLLECTIONS,CASSIST2,08,05
84845,PAYING,PAY CURR,08,05
46155,INSOLVENCY,INS3,08,05
91558,INSOLVENCY,INS4,08,05
81469,TRACE,GONEAWAY,08,05
46494,SETTLED,SETTLED,08,05
19086,SETTLED,SETTLED,08,05
27620,TRACE,GONEAWAY,08,05
78633,COLLECTIONS,CASSIST2,08,05
55992,OTHER,ARCHIVED,08,05
98172,INSOLVENCY,INS2,08,05
46992,LEGAL,LEG VERIF 1,08,05
21418,SETTLED,SETTLED,08,05
30531,TRACE,GONEAWAY,08,05
39175,PAYING,PAY CURR,08,05
54341,PAYING,PAY CURR,08,05
97989,INSOLVENCY,INS2,08,05
13416,SETTLED,SETTLED,08,05
67504,TRACE,GONEAWAY,08,05
37988,LEGAL,LEG VERIF 2,08,05
42252,LEGAL,LEG_NOT,08,05
47450,OTHER,ARCHIVED,08,05
97132,PAYING,PAY CURR,08,05
41979,INSOLVENCY,INS3,08,05
71125,TRACE,GONEAWAY,08,05
32832,INSOLVENCY,INSP,08,05
33057,OTHER,ARCHIVED,08,05
10869,LEGAL,LEG VERIF 2,08,05
26696,LEGAL,LEG_TIT,08,05
39643,LEGAL,HOLD FO,08,05
64246,OTHER,ARCHIVED,08,05
