account,queue,status,month,day
72838,COLLECTIONS,PRIME,07,05
26232,OTHER,ARCHIVED,07,05
71914,SETTLED,SETTLED,07,05
62692,PAYING,PAY CURR,07,05
44476,PAYING,PAY CURR,07,05
98909,PAYING,PAY CURR,07,05
97730,LEGAL,LEG VERIF 1,07,05
89176,OTHER,ARCHIVED,07,05
98254,COLLECTIONS,CANCEL4,07,05
13883,PAYING,PAY PROP,07,05
58473,PAYING,PAY CURR,07,05
20233,INSOLVENCY,INS3,07,05
26514,SETTLED,SETTLED,07,05
91678,PAYING,PAY CURR,07,05
26686,LEGAL,HOLD FO,07,05
29600,OTHER,ARCHIVED,07,05
87459,LEGAL,LEG VERIF 1,07,05
61934,SETTLED,SETTLED,07,05
10506,INSOLVENCY,INS3,07,05
91435,SETTLED,SETTLED,07,05
34629,INSOLVENCY,INS2,07,05
10388,OTHER,ARCHIVED,07,05
81469,INSOLVENCY,INS4,07,05
17346,SETTLED,SETTLED,07,05
22367,OTHER,ARCHIVED,07,05
34650,INSOLVENCY,INS4,07,05
35861,SETTLED,SETTLED,07,05
15680,LEGAL,LEG_NOT,07,05
88333,OTHER,ARCHIVED,07,05
85557,LEGAL,LEG_NOT,07,05
28382,SETTLED,SETTLED,07,05
91001,PAYING,PAY PROP,07,05
95274,TRACE,GONEAWAY,07,05
27543,OTHER,ARCHIVED,07,05
25733,LEGAL,LEG_NOT,07,05
86650,COLLECTIONS,TELSOLUTIONS1,07,05
11356,COLLECTIONS,CANCEL2,07,05
52697,PAYING,PAY PROP,07,05
36810,OTHER,ARCHIVED,07,05
63223,PAYING,PAY PROP,07,05
17948,TRACE,GONEAWAY,07,05
86494,PAYING,PAY CURR,07,05
69833,PAYING,PAY PROP,07,05
52609,SETTLED,SETTLED,07,05
70629,OTHER,ARCHIVED,07,05
29210,PAYING,PAY CURR,07,05
72340,PAYING,PAY CURR,07,05
31172,TRACE,GONEAWAY,07,05
95230,COLLECTIONS,TELSOLUTIONS4,07,05
46992,OTHER,ARCHIVED,07,05
58984,PAYING,PAY CURR,07,05
82324,LEGAL,LEG VERIF 1,07,05
13787,COLLECTIONS,PRIME_D,07,05
62106,INSOLVENCY,INS3,07,05
91710,OTHER,ARCHIVED,07,05
59791,SETTLED,SETTLED,07,05
17880,TRACE,GONEAWAY,07,05
66787,PAYING,PAY PROP,07,05
19372,LEGAL,LEG VERIF 1,07,05
86086,INSOLVENCY,INSP,07,05
83620,SETTLED,SETTLED,07,05
47450,LEGAL,LEG VERIF 2,07,05
67687,PAYING,PAY PROP,07,05
53017,LEGAL,LEG VERIF 2,07,05
47862,INSOLVENCY,INS4,07,05
34108,OTHER,ARCHIVED,07,05
51246,TRACE,GONEAWAY,07,05
75723,INSOLVENCY,INS2,07,05
17993,LEGAL,LEG VERIF 2,07,05
31233,INSOLVENCY,INS1,07,05
82487,COLLECTIONS,CASSIST2,07,05
47532,LEGAL,HOLD FO,07,05
40198,OTHER,ARCHIVED,07,05
40733,INSOLVENCY,INS3,07,05
91402,TRACE,GONEAWAY,07,05
17320,PAYING,PAY PROP,07,05
16077,PAYING,PAY CURR,07,05
26066,INSOLVENCY,INS4,07,05
87394,INSOLVENCY,INS4,07,05
30496,TRACE,GONEAWAY,07,05
68861,PAYING,PAY CURR,07,05
94956,SETTLED,SETTLED,07,05
71048,PAYING,PAY PROP,07,05
73732,PAYING,PAY CURR,07,05
80451,LEGAL,LEG_NOT,07,05
27482,COLLECTIONS,PRIME_D,07,05
25000,COLLECTIONS,TELSOLUTIONS1,07,05
74428,LEGAL,LEG VERIF 1,07,05
73980,COLLECTIONS,PAY OVER,07,05
31527,OTHER,ARCHIVED,07,05
99755,LEGAL,LEG VERIF 1,07,05
61550,INSOLVENCY,INS2,07,05
73556,TRACE,GONEAWAY,07,05
34002,TRACE,GONEAWAY,07,05
19523,TRACE,GONEAWAY,07,05
72278,LEGAL,LEG_NOT,07,05
91173,PAYING,PAY CURR,07,05
25073,INSOLVENCY,INS3,07,05
60048,TRACE,GONEAWAY,07,05
21453,INSOLVENCY,INS1,07,05
67303,PAYING,PAY CURR,07,05
65864,PAYING,PAY CURR,07,05
96035,TRACE,GONEAWAY,07,05
86347,COLLECTIONS,PRIME_D,07,05
45571,PAYING,PAY CURR,07,05
66106,LEGAL,HOLD FO,07,05
71242,INSOLVENCY,INS2,07,05
27497,COLLECTIONS,CANCEL2,07,05
39776,TRACE,GONEAWAY,07,05
39643,OTHER,ARCHIVED,07,05
63368,OTHER,ARCHIVED,07,05
41740,PAYING,PAY CURR,07,05
53131,LEGAL,HOLD FO,07,05
78987,PAYING,PAY PROP,07,05
54341,OTHER,ARCHIVED,07,05
14961,COLLECTIONS,PRIME_D,07,05
36313,COLLECTIONS,PRIME_D,07,05
32832,TRACE,GONEAWAY,07,05
79792,PAYING,PAY CURR,07,05
68436,INSOLVENCY,INS4,07,05
34083,INSOLVENCY,INS1,07,05
19086,SETTLED,SETTLED,07,05
85869,SETTLED,SETTLED,07,05
13861,PAYING,PAY CURR,07,05
16402,TRACE,GONEAWAY,07,05
71125,COLLECTIONS,CANCEL2,07,05
51216,OTHER,ARCHIVED,07,05
60001,PAYING,PAY PROP,07,05
68484,LEGAL,LEG_NOT,07,05
26696,TRACE,GONEAWAY,07,05
77524,INSOLVENCY,INS3,07,05
55047,INSOLVENCY,INS3,07,05
47801,SETTLED,SETTLED,07,05
47808,OTHER,ARCHIVED,07,05
64070,LEGAL,LEG VERIF 1,07,05
33376,TRACE,GONEAWAY,07,05
95599,OTHER,ARCHIVED,07,05
82789,TRACE,GONEAWAY,07,05
