account,queue,status,month,day
69791,TRACE,GONEAWAY,05,05
34108,COLLECTIONS,PRIME,05,05
27800,SETTLED,SETTLED,05,05
79521,OTHER,ARCHIVED,05,05
18838,COLLECTIONS,TELSOLUTIONS1,05,05
61550,COLLECTIONS,CANCEL4,05,05
73980,SETTLED,SETTLED,05,05
19413,TRACE,GONEAWAY,05,05
83785,SETTLED,SETTLED,05,05
36810,COLLECTIONS,CASSIST2,05,05
51089,TRACE,GONEAWAY,05,05
38921,INSOLVENCY,INSP,05,05
11356,INSOLVENCY,INS4,05,05
14671,SETTLED,SETTLED,05,05
95948,COLLECTIONS,PRIME_D,05,05
84118,COLLECTIONS,PRIME_D,05,05
86013,TRACE,GONEAWAY,05,05
91331,SETTLED,SETTLED,05,05
32832,OTHER,ARCHIVED,05,05
17880,COLLECTIONS,CANCEL4,05,05
98794,PAYING,PAY CURR,05,05
59344,LEGAL,LEG VERIF 1,05,05
86347,PAYING,PAY PROP,05,05
54123,SETTLED,SETTLED,05,05
83943,COLLECTIONS,PAY OVER,05,05
94714,TRACE,GONEAWAY,05,05
90869,PAYING,PAY PROP,05,05
84256,TRACE,GONEAWAY,05,05
32283,PAYING,PAY CURR,05,05
87432,SETTLED,SETTLED,05,05
92669,OTHER,ARCHIVED,05,05
55992,COLLECTIONS,TELSOLUTIONS4,05,05
63099,SETTLED,SETTLED,05,05
98254,LEGAL,LEG VERIF 2,05,05
45539,SETTLED,SETTLED,05,05
48354,INSOLVENCY,INS3,05,05
13416,INSOLVENCY,INS1,05,05
66158,OTHER,ARCHIVED,05,05
68484,INSOLVENCY,INS1,05,05
78633,TRACE,GONEAWAY,05,05
47933,PAYING,PAY PROP,05,05
39776,OTHER,ARCHIVED,05,05
21399,LEGAL,LEG VERIF 1,05,05
71242,LEGAL,LEG VERIF 1,05,05
19099,TRACE,GONEAWAY,05,05
70437,PAYING,PAY CURR,05,05
58064,COLLECTIONS,CANCEL2,05,05
42252,LEGAL,LEG VERIF 2,05,05
86556,COLLECTIONS,PRIME_D,05,05
75042,TRACE,GONEAWAY,05,05
94638,INSOLVENCY,INS4,05,05
25733,COLLECTIONS,PRIME_D,05,05
21707,PAYING,PAY PROP,05,05
37798,LEGAL,LEG_TIT,05,05
79279,TRACE,GONEAWAY,05,05
84845,LEGAL,LEG VERIF 2,05,05
25073,COLLECTIONS,PRIME,05,05
71048,PAYING,PAY CURR,05,05
87921,COLLECTIONS,TELSOLUTIONS1,05,05
88060,INSOLVENCY,INS4,05,05
79212,SETTLED,SETTLED,05,05
78987,SETTLED,SETTLED,05,05
29623,PAYING,PAY PROP,05,05
98909,COLLECTIONS,CASSIST2,05,05
89176,TRACE,GONEAWAY,05,05
54341,LEGAL,HOLD FO,05,05
31172,PAYING,PAY CURR,05,05
75723,LEGAL,LEG_NOT,05,05
53017,INSOLVENCY,INS2,05,05
94956,PAYING,PAY PROP,05,05
46369,INSOLVENCY,INS4,05,05
10180,OTHER,ARCHIVED,05,05
46494,OTHER,ARCHIVED,05,05
93890,LEGAL,LEG_TIT,05,05
36291,PAYING,PAY PROP,05,05
51246,SETTLED,SETTLED,05,05
19086,LEGAL,LEG VERIF 1,05,05
42747,INSOLVENCY,INSP,05,05
74228,PAYING,PAY PROP,05,05
13861,TRACE,GONEAWAY,05,05
11336,SETTLED,SETTLED,05,05
47103,INSOLVENCY,INS4,05,05
55030,TRACE,GONEAWAY,05,05
46155,OTHER,ARCHIVED,05,05
13787,INSOLVENCY,INS2,05,05
29210,PAYING,PAY PROP,05,05
59791,INSOLVENCY,INS3,05,05
52087,LEGAL,LEG VERIF 2,05,05
85173,SETTLED,SETTLED,05,05
34177,TRACE,GONEAWAY,05,05
46986,LEGAL,LEG_NOT,05,05
25000,COLLECTIONS,TELSOLUTIONS4,05,05
69833,SETTLED,SETTLED,05,05
57819,LEGAL,LEG_TIT,05,05
52017,PAYING,PAY PROP,05,05
10474,INSOLVENCY,INS1,05,05
94928,COLLECTIONS,PRIME_D,05,05
65559,PAYING,PAY PROP,05,05
17320,SETTLED,SETTLED,05,05
